Name,Score,User Score,Genre Keywords,Rating,Publisher
Magic Duels of the Planeswalkers 2014,77,6.1," Strategy Turn-Based Miscellaneous Card Battle Card Battle ",T,Wizards of the Coast
Magic Duels Origins,77,6," Strategy Miscellaneous Turn-Based Board / Card Game Card Battle ",NOT PROVIDED,Wizards of the Coast
Magic The Gathering  Duels of the Planeswalkers,75,7.4," Strategy Turn-Based Miscellaneous Card Battle Card Battle ",T,Wizards of the Coast
Magic The Gathering  Duels of the Planeswalkers 2012,77,5.8," Strategy Turn-Based Miscellaneous Card Battle Card Battle ",T,Wizards of the Coast
Magic The Gathering  Duels of the Planeswalkers 2013,77,6.9," Strategy Miscellaneous Turn-Based Card Battle Card Battle ",T,Wizards of the Coast
Magic The Gathering Online,75,5," Strategy Turn-Based Miscellaneous Card Battle Card Battle ",T,Wizards of the Coast
Majin and the Forsaken Kingdom,74,8.1," Action General Action Adventure Fantasy General Fantasy ",T,Namco Bandai Games America Namco Bandai Games
Major League Baseball 2K10,76,7.6," Sports Traditional Team Baseball Sim Sim ",E,2K Sports
Major League Baseball 2K5,82,7.4," Sports Traditional Baseball Sim ",E,Take-Two Interactive
Major League Baseball 2K7,79,7.1," Sports Traditional Baseball Sim Sim Team ",E,2K Sports
Makai Kingdom Chronicles of the Sacred Tome,77,7.3," Role-Playing Console-style RPG ",T,NIS America
Maldita Castilla EX Cursed Castilla,81,7.9," Action Platformer 2D ",T,Abylight
Manhunt,76,8.3," Action Adventure Modern ",M,Rockstar Games
Mantis Burn Racing,79,8," Racing Arcade Automobile ",E,VooFoo Studios
Marble Blast Ultra,79,8.3," Action Platformer 3D Platformer 3D ",E,GarageGames
Mario  Rabbids Kingdom Battle,85,8.7," Action General Strategy Turn-Based Tactics ",E10+,Ubisoft
Mario & Luigi Bowsers Inside Story,90,8.7," Role-Playing Action RPG Console-style RPG Console-style RPG Japanese-Style ",E,Nintendo
Mario & Luigi Dream Team,81,8.1," Role-Playing Console-style RPG Console-style RPG Japanese-Style ",E10+,Nintendo
Mario & Luigi Paper Jam,76,7.5," Role-Playing Japanese-Style ",E,Nintendo
Mario & Luigi Partners in Time,86,8.5," Role-Playing Console-style RPG Console-style RPG Japanese-Style ",E,Nintendo
Mario & Luigi Superstar Saga,90,9.1," Role-Playing Console-style RPG ",E,Nintendo
Mario & Luigi Superstar Saga  Bowsers Minions,82,8.9," Role-Playing Japanese-Style ",E,Nintendo
Mario & Sonic at the Olympic Winter Games,76,7," Sports Olympic Sports Olympic Sports Individual Athletics ",E,Sega
Mario and Donkey Kong Minis on the Move,78,7.5," Puzzle Action Platformer Platformer 3D 3D ",E,Nintendo
Mario Golf,91,8," Sports Traditional Golf Arcade ",E,Nintendo
Mario Golf Advance Tour,84,8.7," Sports Traditional Golf Sim ",E,Nintendo
Mario Golf Toadstool Tour,81,8.1," Sports Traditional Golf Arcade ",E,Nintendo
Mario Golf World Tour,78,8.3," Sports Traditional Individual Golf Arcade Arcade ",E,Nintendo
Mario Kart 64,83,8.7," Driving Racing Kart ",E,Nintendo
Mario Kart 7,85,8.2," Driving Racing Kart Arcade Kart Automobile ",E,Nintendo
Mario Kart 8,88,8.9," Driving Racing Arcade Kart Kart Automobile ",E,Nintendo
Mario Kart 8 Deluxe,92,8.5," Other Racing Arcade Automobile ",E,Nintendo
Mario Kart 8 DLC Pack 1,87,9," Driving Racing Arcade Kart Automobile ",E,Nintendo
Mario Kart 8 DLC Pack 2,90,9," Driving Kart Racing Arcade Automobile ",E,Nintendo
Mario Kart Double Dash,87,8.6," Driving Racing Kart ",E,Nintendo
Mario Kart DS,91,8.6," Driving Racing Kart Arcade Kart Automobile ",E,Nintendo
Mario Kart Super Circuit,93,8.3," Driving Racing Kart ",E,Nintendo
Mario Kart Wii,82,8.3," Driving Racing Kart Arcade Kart Automobile ",E,Nintendo
Mario Party,79,7.9," Miscellaneous Party ",E,Nintendo
Mario Power Tennis,80,8.5," Sports Traditional Tennis ",E,Nintendo
Mario Strikers Charged,79,8," Sports Traditional Soccer Arcade Arcade Team ",E10+,Nintendo
Mario Superstar Baseball,76,8.7," Sports Traditional Baseball Arcade ",E,Nintendo
Mario Tennis,91,8.9," Sports Traditional Tennis ",E,Nintendo
Mario Tennis Power Tour,81,8.1," Sports Traditional Tennis ",E,Nintendo
Mario vs Donkey Kong,81,8," Action Platformer 2D ",E,Nintendo
Mario vs Donkey Kong 2 March of the Minis,76,7.9," Action Platformer 2D Platformer 2D ",E,Nintendo
Mario vs Donkey Kong MiniLand Mayhem,79,7.7," Action Platformer Platformer 2D 2D ",E,Nintendo
Mario vs Donkey Kong Minis March Again,82,7.8," Action Platformer 2D Platformer 2D ",E,Nintendo
Mark of the Ninja,91,8," Action Platformer 2D Platformer 2D ",M,Microsoft Game Studios
Mars Matrix,78,8.1," Action General ",E,Capcom
Marvel Heroes 2015,81,8.2," Role-Playing Massively Multiplayer Online Massively Multiplayer Sci-Fi ",NOT PROVIDED,Gazillion
Marvel Pinball,83,7.2," Action Miscellaneous Parlor Pinball Pinball ",E,Zen Studios
Marvel Ultimate Alliance,81,7.4," Role-Playing Action RPG Action RPG ",T,Activision
Marvel vs Capcom 2,85,7.7," Action Fighting 2D 2D Fighting ",T,Capcom
Marvel vs Capcom 3 Fate of Two Worlds,84,7.3," Action Fighting 2D 2D Fighting ",T,Capcom
Marvel vs Capcom Infinite,77,4.3," Action Fighting 2D ",T,Capcom
Marvel vs Capcom Origins,78,8.1," Action Miscellaneous Fighting 2D Compilation ",T,Capcom
Mary Skelter Nightmares,77,8.8," Role-Playing Action RPG Roguelike ",M,Idea Factory
Masquerada Songs and Shadows,75,0," Strategy Turn-Based Tactics ",T,Ysbryd Games
Mass Effect,89,8.6," Role-Playing Action RPG Console-style RPG Japanese-Style Western-Style ",M,Electronic Arts
Mass Effect 2,96,8.9," Role-Playing Action RPG Action RPG ",M,Electronic Arts
Mass Effect 2 Lair of the Shadow Broker,86,8.5," Role-Playing Action RPG Action RPG ",M,Electronic Arts
Mass Effect 2 Overlord,81,7.6," Role-Playing Action RPG Action RPG ",M,EA Games
Mass Effect 3,89,5.7," Role-Playing Action RPG Action RPG ",M,Electronic Arts
Mass Effect 3 Citadel,84,8.2," Role-Playing Action RPG Action RPG ",M,Electronic Arts
Mass Effect 3 Leviathan,75,6.8," Role-Playing Action RPG Action RPG ",M,Electronic Arts
Mass Effect 3 Special Edition,85,7.6," Role-Playing Action RPG Action RPG ",M,Electronic Arts
Mass Effect Andromeda,76,4.9," Role-Playing Action RPG ",M,Electronic Arts
Massive Assault,77,6.9," Strategy Turn-Based Sci-Fi Sci-Fi General ",T,Matrix Games
Master X Master,76,8," Strategy Real-Time MOBA ",NOT PROVIDED,NCSOFT
Mat Hoffmans Pro BMX,80,8.6," Sports Alternative Biking ",E,Activision
Mat Hoffmans Pro BMX 2,76,8.3," Sports Alternative Biking ",T,Activision
Max & the Magic Marker,76,8.4," Action Platformer 2D Platformer 2D ",E,Press Play
Max Payne,78,8.1," Action Shooter Third-Person Modern ",M,Rockstar Games
Max Payne 2 The Fall of Max Payne,86,8.9," Action Shooter Third-Person Modern Shooter Modern Arcade ",M,Rockstar Games
Max Payne 3,86,7.8," Action Shooter Third-Person Modern Shooter Modern Arcade ",M,Rockstar Games
Maximo Ghosts to Glory,84,8.8," Action Platformer 3D ",T,Capcom
Maximo vs Army of Zin,83,8," Action Platformer 3D ",T,Capcom
MDK 2 Armageddon,80,8.4," Action Shooter Third-Person Sci-Fi ",T,Interplay
MDK2,83,8.2," Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade ",T,Interplay
Me & My Katamari,75,8.7," Action Adventure Fantasy General Fantasy ",E,Namco
Mech Platoon,77,0," Strategy Real-Time Sci-Fi ",E,Kemco
Mechanic Master,76,0," Miscellaneous Puzzle General General Puzzle Puzzle ",E,Midway
MechAssault,87,8.2," Simulation Sci-Fi Mech ",T,Microsoft Game Studios
MechAssault 2 Lone Wolf,81,7.5," Simulation Sci-Fi Mech ",T,Microsoft Game Studios
MechCommander 2,80,8.4," Strategy General General ",T,Microsoft Game Studios
MechWarrior 4 Black Knight Expansion,78,8," Simulation Sci-Fi Mech Combat Vehicle ",T,Microsoft Game Studios
MechWarrior 4 Mercenaries,83,8.9," Simulation Sci-Fi Mech Mech Combat Vehicle ",T,Microsoft Game Studios
MechWarrior 4 Vengeance,87,8.2," Simulation Sci-Fi Mech Combat Vehicle ",T,Microsoft Game Studios
Medal of Honor,92,8.7," Action Shooter First-Person Historic ",T,Electronic Arts
Medal of Honor Airborne,78,7.3," Action Shooter First-Person Historic Shooter Historic Arcade ",T,Electronic Arts
Medal of Honor Allied Assault,91,8.6," Action Shooter First-Person Historic Shooter Historic Arcade ",T,Electronic Arts
Medal of Honor Frontline,80,7.7," Action Shooter First-Person Historic ",T,EA Games
Medal of Honor Infiltrator,80,7.2," Action Shooter Third-Person Historic ",T,EA Games
Medal of Honor Pacific Assault,80,7.2," Action Shooter First-Person Historic Shooter Historic Arcade ",T,EA Games
Medal of Honor Underground,86,8.9," Action Shooter First-Person Historic ",T,Electronic Arts
Medieval II Total War,88,8.9," Strategy Real-Time Historic General ",T,Sega
Medieval II Total War Kingdoms,85,8.8," Strategy Real-Time Historic General ",T,Sega
Medieval Total War,88,8.8," Strategy Real-Time Historic General Historic ",T,Activision
Medieval Total War  Viking Invasion,84,8.8," Strategy Real-Time Historic General Historic ",T,Activision
Mega Man & Bass,79,8.6," Action Platformer 2D ",E,Capcom
Mega Man 10,78,6.6," Action Platformer 2D Platformer 2D ",E,Capcom
Mega Man 9,77,7.2," Action Platformer 2D Platformer 2D ",E,Capcom
Mega Man Anniversary Collection,80,7.7," Action Platformer 2D ",E,Capcom
Mega Man Battle Network,79,8.3," Role-Playing Action RPG ",E,Capcom
Mega Man Battle Network 2,81,7.6," Role-Playing Action RPG ",E,Capcom
Mega Man Battle Network 3 White,77,8.5," Role-Playing Action RPG ",E,Capcom
Mega Man Legacy Collection,77,7.2," Miscellaneous Compilation ",E,Capcom
Mega Man Legends 2,76,8.5," Adventure General ",E,Capcom
Mega Man Maverick Hunter X,79,8.4," Action Platformer 2D Platformer 2D ",E10+,Capcom
Mega Man Powered Up,82,7.5," Action Platformer 2D Platformer 2D ",E,Capcom
Mega Man X5,76,8.8," Action Platformer 2D ",E,Capcom
Mega Man Zero,82,8.9," Action Platformer 2D ",E,Capcom
Mega Man Zero 2,81,8.6," Action Platformer 2D ",E,Capcom
Mega Man Zero 3,77,8," Action Platformer 2D ",E,Capcom
Mega Man Zero 4,77,8.9," Action Platformer 2D ",E,Capcom
Mega Man Zero Collection,78,8.8," Action Miscellaneous Platformer Compilation 2D ",E,Capcom
Mega Man ZX,76,8.3," Action Platformer 2D Platformer 2D ",E,Capcom
Mega Man ZX Advent,78,8.6," Action Platformer 2D Platformer 2D ",E10+,Capcom
Melty Blood Actress Again Current Code,78,8.2," Action Fighting 2D ",NOT PROVIDED,Arc System Works
Memoria,79,8.2," Adventure General General Point-and-Click ",NOT PROVIDED,Daedalic Entertainment
Men of War,80,8.1," Strategy Real-Time Historic General Historic ",M,Aspyr
Men of War Assault Squad,77,8.3," Strategy Real-Time Military Military Tactics ",T,1C 1C Company
Men of War Red Tide,77,8.2," Strategy Real-Time Historic General Historic ",T,Aspyr
Mercenaries,86,8.9," Action Adventure Modern ",T,LucasArts
Mercenary Kings,76,6.5," General Action General Shooter Scrolling Shoot-'Em-Up Vertical Horizontal ",T,Tribute Games
Mercury Meltdown,78,7.8," Miscellaneous Puzzle General General Puzzle Puzzle ",E,Ignition Entertainment
Mercury Meltdown Revolution,77,7.4," Miscellaneous Puzzle General General Puzzle Puzzle ",E,Ignition Entertainment
Metal Arms Glitch in the System,82,8.4," Action Shooter Third-Person Sci-Fi ",T,VU Games
Metal Gear Acid,75,6.8," Strategy Turn-Based Modern Modern Card Battle ",M,Konami
Metal Gear Acid 2,80,8," Strategy Turn-Based Modern Modern Card Battle ",M,Konami
Metal Gear Online,81,7.7," Action Adventure Modern General ",M,Konami
Metal Gear Rising Revengeance,80,7.9," Action Adventure Modern General Modern ",M,Konami
Metal Gear Solid,83,9," Action Adventure Modern General Modern ",M,Microsoft Game Studios
Metal Gear Solid 2 Sons of Liberty,96,8.7," Action Adventure Modern ",M,Konami
Metal Gear Solid 2 Substance,77,7," Action Adventure Modern General Modern ",M,Konami
Metal Gear Solid 3 Snake Eater,91,9.3," Action Adventure Modern ",M,Konami
Metal Gear Solid 3 Subsistence,94,9.3," Action Adventure Modern ",M,Konami
Metal Gear Solid 4 Guns of the Patriots,94,8.7," Action Adventure Modern General Modern ",M,Konami
Metal Gear Solid Digital Graphic Novel,78,7.2," Miscellaneous General General ",M,Konami
Metal Gear Solid HD Collection,81,8.4," Miscellaneous Action Adventure Modern Compilation Compilation ",M,Konami
Metal Gear Solid Peace Walker,89,8.8," Action Adventure Modern General Modern ",T,Konami
Metal Gear Solid Portable Ops,87,8.2," Action Adventure Modern General Modern ",M,Konami
Metal Gear Solid Snake Eater 3D,78,7.9," Action Adventure Modern General Modern ",M,Konami
Metal Gear Solid The Twin Snakes,85,9," Action Adventure Modern ",M,Konami
Metal Gear Solid V Ground Zeroes,80,7.6," Action Adventure General Modern ",M,Konami
Metal Gear Solid V The Phantom Pain,95,7.4," Modern Modern Action Adventure ",M,Konami
Metal Slug 3,78,6.6," Action Shooter Scrolling Shooter Scrolling Shoot-'Em-Up Vertical Horizontal ",T,SNK Playmore
Metal Slug Advance,79,8.4," Action Shooter Scrolling ",T,SNK
Metal Slug Anthology,78,7.5," Miscellaneous Compilation Compilation ",T,SNK Playmore
Metal Slug X,85,8.7," Action Shooter Scrolling ",T,Agetec Inc.
Meteos,88,7.6," Miscellaneous Puzzle Matching Puzzle Puzzle Matching ",E,Nintendo
Metrico,81,6.3," Puzzle Action ",E,Digital Dreams
Metro 2033,77,7.9," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,THQ
Metro Last Light,80,8.2," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",NOT PROVIDED,Square Enix Deep Silver
Metro Redux,84,8," Action Miscellaneous Shooter Compilation First-Person Sci-Fi ",M,Deep Silver
Metroid Fusion,92,9.1," Action Adventure Sci-Fi ",E,Nintendo
Metroid Other M,79,6.6," Action Shooter Action Adventure Sci-Fi Sci-Fi Third-Person Sci-Fi General ",T,Nintendo
Metroid Prime,97,9.3," Action Shooter First-Person Sci-Fi ",T,Nintendo
Metroid Prime 2 Echoes,92,8.8," Action Shooter First-Person Sci-Fi ",T,Nintendo
Metroid Prime 3 Corruption,90,8.9," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",T,Nintendo
Metroid Prime Hunters,85,8.1," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",T,Nintendo
Metroid Prime Pinball,79,7.9," Action Miscellaneous Parlor Pinball Pinball ",E,Nintendo
Metroid Prime Trilogy,91,9.2," Action Shooter First-Person Sci-Fi Miscellaneous Compilation Compilation ",T,Nintendo
Metroid Samus Returns,86,9," Action Adventure Open-World ",E10+,Nintendo
Metroid Zero Mission,89,8.9," Action Platformer 2D ",E,Nintendo
Metropolis Street Racer,87,8.8," Driving Racing GT / Street ",E,Sega
Miasmata,76,7.7," Adventure 3D First-Person Sci-Fi ",NOT PROVIDED,IonFX
Microsoft Flight Simulator 2004 A Century of Flight,88,8.2," Simulation Flight Civilian Plane Civilian ",E,Microsoft Game Studios
Microsoft Flight Simulator X,80,7.5," Simulation Flight Modern Jet Modern Jet Combat ",E,Microsoft Game Studios
Microsoft Train Simulator,84,8.4," Simulation Train Train Vehicle ",E,Microsoft Game Studios
Middleearth Shadow of Mordor,84,8," Fantasy Action Adventure Fantasy Open-World ",M,Warner Bros. Interactive Entertainment
Middleearth Shadow of War,81,2.8," Action Adventure Open-World ",M,Warner Bros. Interactive Entertainment
Midnight Club 3 DUB Edition,84,7.4," Driving Racing GT / Street ",E10+,Rockstar Games
Midnight Club 3 DUB Edition Remix,85,8.9," Driving Racing GT / Street ",E10+,Rockstar Games
Midnight Club II,81,8.1," Simulation Driving Racing GT / Street GT / Street Automobile ",T,Rockstar Games
Midnight Club LA Remix,79,8.7," Driving Racing Arcade Arcade Automobile ",T,Rockstar Games
Midnight Club Los Angeles,81,8.5," Simulation Driving Racing GT / Street GT / Street Automobile ",T,Rockstar Games
Midnight Club Street Racing,78,7.7," Driving Racing GT / Street ",T,Rockstar Games
Midtown Madness 2,78,8.7," Driving Racing Mission-based Arcade Mission-based Automobile ",E,Microsoft Game Studios
Midtown Madness 3,76,8.1," Driving Mission-based ",E,Microsoft Game Studios
Midway Arcade Treasures 2,74,7.3," Miscellaneous Compilation ",M,Midway
Might & Magic Clash of Heroes,84,8.1," Role-Playing General General ",E10+,Ubisoft
Might & Magic Heroes VI,77,6," Role-Playing Strategy Turn-Based General Fantasy General Fantasy ",T,Ubisoft
Mighty Flip Champs,83,7.8," Action General General Puzzle ",E,WayForward
Mighty Gunvolt Burst,76,7.9," Action Platformer 2D ",E,Inti Creates
Mighty Milky Way,81,7.6," Action Miscellaneous Action Puzzle Puzzle ",E,WayForward
Mighty Switch Force,79,7.7," Action Platformer 2D Platformer 2D ",E10+,WayForward
Mighty Switch Force Hyper Drive Edition,80,7.7," Action Platformer 2D Platformer 2D ",E10+,WayForward
MIND Path to Thalamus,75,6.8," Action First-Person Sci-Fi Shooter Arcade ",NOT PROVIDED,Carlos Coronado
Minecraft,93,7.5," First-Person Action Adventure Adventure Fantasy Fantasy 3D Sandbox ",NOT PROVIDED,Mojang AB
Minecraft PlayStation 3 Edition,86,6.7," First-Person Action Adventure Adventure Fantasy Fantasy 3D Sandbox ",E10+,SCEA Mojang AB
Minecraft PlayStation 4 Edition,89,6.5," First-Person Action Adventure Adventure Fantasy Fantasy 3D Sandbox ",E10+,SCEA Mojang AB
Minecraft PlayStation Vita Edition,84,7.7," First-Person Action Adventure Adventure Fantasy Fantasy 3D Sandbox ",E10+,SCEA Mojang AB
Minecraft Story Mode  Episode 1 The Order of the Stone,77,4.4," Action Adventure Adventure General Point-and-Click Linear ",E10+,Telltale Games
Minecraft Switch Edition,86,7.2," Action Adventure Sandbox ",E10+,Mojang AB
Minecraft Wii U Edition,77,7.5," Action Adventure Sandbox ",E10+,Mojang AB
Minecraft Xbox 360 Edition,82,7.2," First-Person Action Adventure Adventure Fantasy Fantasy 3D Sandbox ",E10+,Microsoft Game Studios
Minecraft Xbox One Edition,88,6.8," First-Person Action Adventure Adventure Fantasy Fantasy 3D Sandbox ",E10+,Microsoft Game Studios
Mini Metro,77,7.9," Strategy City Building Management Modern Government ",NOT PROVIDED,Dinosaur Polo Club
Mini Ninjas,79,8," Action Adventure Adventure General Fantasy General Fantasy ",E10+,Eidos Interactive Warner Bros. Interactive Entertainment
Minutes,76,7.2," Action General ",E,Red Phantom Games
Mirrors Edge,79,7.7," Action Shooter First-Person Action Adventure Modern Modern General Modern ",T,EA Games
Missing Since January,75,8," Adventure General General ",M,The Adventure Company
MLB,80,7.9," Sports Traditional Baseball Sim Sim ",E,SCEA
MLB 06 The Show,83,8.5," Sports Traditional Baseball Sim Sim Team ",E,SCEA
MLB 07 The Show,77,7.5," Sports Traditional Baseball Sim Sim Team ",E,SCEA
MLB 08 The Show,84,7.3," Sports Traditional Baseball Sim ",E,SCEA
MLB 09 The Show,78,6.9," Sports Traditional Team Baseball Sim Sim ",E,SCEA
MLB 10 The Show,79,6.6," Sports Traditional Team Baseball Sim Sim ",E,SCEA
MLB 11 The Show,77,6," Sports Traditional Team Baseball Sim Sim ",E,SCEA
MLB 12 The Show,87,7.5," Sports Traditional Team Baseball Sim Sim ",E,SCEA
MLB 13 The Show,87,7.9," Sports Traditional Baseball Sim Sim Team ",E,SCEA
MLB 14 The Show,81,6.8," Sports Traditional Team Baseball Sim Sim ",E,SCEA
MLB 15 The Show,80,7.8," Traditional Sports Team Baseball Sim ",E,SCEA
MLB 2003,78,7.9," Sports Traditional Baseball Arcade ",E,SCEA
MLB 2005,78,7.6," Sports Traditional Baseball Sim ",E,SCEA
MLB 2006,81,9," Sports Traditional Baseball Sim ",E,SCEA
MLB Power Pros,80,8.8," Sports Traditional Baseball Arcade ",E,2K Sports
MLB Power Pros 2008,79,8.7," Sports Traditional Team Baseball Arcade Arcade ",E,2K Sports
MLB Slugfest 2003,77,8.2," Sports Traditional Baseball Arcade ",E,Midway
MLB Slugfest 2004,76,0," Sports Traditional Baseball Arcade ",E,Midway
MLB SlugFest Loaded,77,0," Sports Traditional Baseball Arcade ",T,Midway
MLB The Show 16,85,7.4," Sports Team Baseball Arcade Sim ",E,SCEA
MLB The Show 17,85,7," Sports Team Baseball Sim ",E,Sony Interactive Entertainment
ModNation Racers,82,8.4," Driving Racing Kart Other Arcade Kart ",E,SCEA
Momodora Reverie Under the Moonlight,76,7.2," Action Action Adventure General Open-World ",T,Playism Active Gaming Media
Monaco Whats Yours Is Mine,81,7.3," Adventure General General ",T,Majesco Games Majesco
Monday Night Combat,79,8.1," Action Shooter Third-Person Modern Shooter Modern Arcade ",T,Microsoft Game Studios
Monkey Island 2 Special Edition LeChucks Revenge,85,8.5," Adventure General General Point-and-Click ",E10+,LucasArts
Monopoly Tycoon,85,7.9," Strategy Tycoon Management Tycoon Business / Tycoon ",E,Atari Infogrames
Monster Hunter 3 Ultimate,79,8," Role-Playing Action RPG Action RPG ",T,Capcom
Monster Hunter 4 Ultimate,86,8.7," Role-Playing Action RPG ",T,Capcom
Monster Hunter Freedom Unite,81,8.5," Role-Playing Action RPG Action RPG ",T,Capcom
Monster Hunter Generations,85,8," Role-Playing Action RPG ",T,Capcom
Monster Hunter Stories,79,8.3," Role-Playing Action RPG ",E10+,Capcom Nintendo
Monster Hunter Tri,84,8.6," Role-Playing Action RPG Action RPG ",T,Capcom
Monster Lab,75,0," Role-Playing Action RPG General Action RPG ",E10+,Eidos Interactive
Monster Rancher 3,77,8.5," Strategy Breeding/Constructing ",E,Tecmo
Monster Rancher 4,77,8.7," Strategy Breeding/Constructing ",E,Tecmo
Monster Rancher Advance,76,0," Strategy Breeding/Constructing ",E,Tecmo
Monster Tale,79,8," Action Platformer Platformer 2D 2D ",E,Majesco Games Majesco
Monster Truck Madness,75,0," Driving Racing Truck ",E,THQ
MoonBase Commander,77,6.9," Strategy Real-Time Sci-Fi Sci-Fi General ",E,Atari Infogrames
Mortal Kombat,84,8.4," Action Fighting 2D 2D Fighting ",M,Warner Bros. Interactive Entertainment
Mortal Kombat Armageddon,77,8.1," Action Fighting 3D ",M,Midway
Mortal Kombat Deadly Alliance,81,8.7," Action Fighting 3D ",M,Midway
Mortal Kombat Deception,77,8.9," Action Fighting 3D ",M,Midway
Mortal Kombat Komplete Edition,81,8.7," Action Miscellaneous Fighting 2D 2D Fighting Compilation ",M,Warner Bros. Interactive Entertainment
Mortal Kombat Shaolin Monks,78,6.8," Action Beat-'Em-Up ",M,Midway
Mortal Kombat Tournament Edition,75,8.1," Action Fighting 2D ",M,Midway
Mortal Kombat X,76,5.3," Action Fighting 2D 3D ",M,Warner Bros. Interactive Entertainment
Mortal Kombat XL,85,7.6," Action Fighting 2D ",M,Warner Bros. Interactive Entertainment
Moto Racer Advance,86,0," Driving Racing Motorcycle Street ",E,Ubisoft
MotoGP,77,6," Driving Racing Motorcycle Street ",E,Namco
MotoGP 06,80,7.4," Simulation Driving Racing Motorcycle Street Street Automobile ",E,THQ
MotoGP 07,78,6.9," Simulation Driving Racing Motorcycle Street Street Automobile ",E,THQ
MotoGP 2,78,7.8," Driving Racing Motorcycle Street ",E,Namco
MotoGP 3,80,8.2," Driving Racing Motorcycle Street ",E,Namco
MotoGP 3 Ultimate Racing Technology,77,7.8," Simulation Driving Racing Motorcycle Street Street Automobile ",E,THQ
MotoHeroz,82,7.2," Driving Racing Arcade Arcade Automobile ",E,RedLynx
Motorsport Manager,81,8.6," Action Simulation General Virtual Career ",E10+,Sega
MotorStorm,84,7.3," Simulation Driving Racing Rally / Offroad Rally / Offroad Automobile ",T,SCEA
MotorStorm Apocalypse,77,7.7," Simulation Driving Racing Rally / Offroad Rally / Offroad Automobile ",T,SCEA
MotorStorm Arctic Edge,79,8.8," Simulation Driving Racing Rally / Offroad Rally / Offroad Automobile ",T,SCEA
MotorStorm Pacific Rift,82,8," Simulation Driving Racing Rally / Offroad Rally / Offroad Automobile ",T,SCEA
MotorStorm RC,78,6.8," Driving Racing Simulation Arcade Rally / Offroad Rally / Offroad Automobile ",E,SCEA
Mount & Blade Warband,78,8.7," Role-Playing PC-style RPG PC-style RPG Western-Style ",T,Paradox Interactive
Ms Splosion Man,83,6.8," Action General Platformer 2D Platformer 2D ",T,Twisted Pixel Games
MTV Music Generator 2,77,8.5," Miscellaneous Music Maker ",T,Codemasters
MTV Music Generator 3 This Is the Remix,79,5.4," Miscellaneous Music Maker ",T,Codemasters
MTX Mototrax,77,8.1," Driving Racing Motorcycle Motocross ",E,Activision
Multiwinia Survival of the Flattest,76,8.8," Strategy Real-Time Sci-Fi Sci-Fi General ",NOT PROVIDED,Introversion
Muramasa Rebirth,78,8.4," Role-Playing Action RPG Action RPG ",T,Aksys Games
Muramasa The Demon Blade,81,8.5," Role-Playing Action RPG Action RPG ",T,Ignition Entertainment
Mushroom 11,78,7.2," Action Platformer 2D ",NOT PROVIDED,Untame
Mutant Mudds,80,6.7," Action Platformer 2D Platformer 2D ",E,Renegade Kid
Mutant Mudds Deluxe,84,7.3," Action Platformer 2D Platformer 2D ",E,Renegade Kid
Mutant Mudds Super Challenge,83,7.2," Action Platformer 2D ",E,Renegade Kid
Mutant Storm Empire,77,7.8," Action Shooter Static Shooter Static Shoot-'Em-Up Top-Down ",E10+,PomPom Games
Mutant Storm Reloaded,77,7.2," Action Shooter Static Shooter Static Shoot-'Em-Up Top-Down ",E,PomPom Games
MVP 06 NCAA Baseball,76,8.7," Sports Traditional Baseball Sim ",E,EA Sports
MVP 07 NCAA Baseball,76,9," Sports Traditional Baseball Sim ",E,Electronic Arts
MVP Baseball 2003,78,8," Sports Traditional Baseball Sim Sim Team ",E,EA Sports
MVP Baseball 2004,82,7.9," Sports Traditional Baseball Sim Sim Team ",E,EA Sports
MVP Baseball 2005,85,8.2," Sports Traditional Baseball Sim Sim Team ",E,EA Sports
MX 2002 Featuring Ricky Carmichael,76,8.5," Driving Racing Motorcycle Motocross ",E,THQ
MX Superfly,76,8," Driving Racing Motorcycle Motocross ",E,THQ
MX Unleashed,81,8.6," Driving Racing Motorcycle Motocross ",E,THQ
MX vs ATV Unleashed,80,8.3," Driving Racing Rally / Offroad ",E,THQ
MySims Agents,78,8.7," Action Miscellaneous Puzzle Action Puzzle Puzzle ",E,Electronic Arts
MySims Kingdom,76,8.3," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",E,Electronic Arts
Myst III Exile,83,8.2," First-Person Adventure Fantasy Fantasy 3D ",E,Ubisoft
Myst IV Revelation,75,0," First-Person Adventure Fantasy ",T,Ubisoft
Myst V End of Ages,80,7.9," First-Person Adventure Fantasy Fantasy 3D ",E,Ubisoft
Myth II Soulblighter,88,9," Strategy Real-Time Fantasy General ",M,Bungie Software Bungie
Myth III The Wolf Age,76,7.8," Strategy Real-Time Fantasy General ",M,G.O.D.
Myth The Fallen Lords,91,8.7," Strategy Real-Time Fantasy General Fantasy ",M,Bungie Software Bungie
N,79,7.8," Action Platformer 2D Platformer 2D ",E,Atari Atari SA
Namco Museum,79,7.4," Miscellaneous Compilation ",E,Namco
Nancy Drew Danger on Deception Island,81,7.6," First-Person Adventure Modern 3D Modern ",E,Her Interactive
